main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,handedness,variant_1,variant_2,compounded_word,notes
SO-SO,SO-SO,5,,5,,1,,,,adjective/adverb; okay/mediocre
SOAP,SOAP,B-L,crvd-B,bent-B-L,crvd-B,1,,,,
SOAP,SOAP,B-L,B-L,10,B-L,1,,,,
SOCIAL WORK,SOCIAL-WORK,S,B-L,W,B-L,1,,,,
SOCIAL/INTERACT,SOCIAL/INTERACT,10,10,10,10,1,SOCIAL,INTERACT,,
SOCIETY,SOCIETY,S,S,S,S,1,,,,
SOCKS,SOCKS,1,1,1,1,1,,,,
SODA,SODA,25,S,5,S,1,,,,
SODA,SODA,25,O,5,O,1,,,,
SOFT,SOFT,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,1,,,,
SOME,SOME,B-L,B-L,B-L,B-L,1,,,,
SOMETHING/ONE,SOMETHING/ONE,1,,1,,1,SOMETHING,ONE,,
SOMETIMES,SOMETIMES,1,B-L,1,B-L,1,,,,
SON,SON,B-xd,psv,B-xd,psv,1,,,,
SOON,SOON,F,,F,,1,,,,
SOPHISTICATED,SOPHISTICATED,horns,,horns,,1,,,,
SOPHOMORE,SOPHOMORE,1,25,1,25,1,,,,
SOPHOMORE,SOPHOMORE_2,25,B-L,25,B-L,1,,,,
SOPHOMORE,SOPHOMORE_2,5,25,5,25,1,,,,
SORRY,SORRY,A,,A,,1,,,,
SORRY,SORRY,S,,S,,1,,,,
SOUP,SOUP,U,B-L,U,B-L,1,,,,
SOUP,SOUP,crvd-U,crvd-B,crvd-U,crvd-B,1,,,,
SOUP,SOUP,U,flat-B,U,flat-B,1,,,,
SOUTH,SOUTH,S,,S,,1,,,,
SOUTH AFRICA,SOUTH+ns-AFRICA,S,,flat-O,,1,,,SOUTH+AFRICA,
SOUTH AFRICA,SOUTH+(A)ns-AFRICA,S,,A,,1,,,SOUTH+AFRICA,
SPAGHETTI,SPAGHETTI,I,I,I,I,1,,,,
SPAIN,ns-nat-SPAIN,X,,X,,1,,,,
SPAIN,ns-nat-SPAIN,sml-C-3,,sml-C-3,,1,,,,
SPANK,SPANK,B-L,B-L,B-L,B-L,1,,,,
SPEAKERS,SPEAKERS,O,O,crvd-5,crvd-5,1,,,,
SPEAKERS,SPEAKERS,S,S,crvd-5,crvd-5,1,,,,
SPECIAL/EXCEPT,SPECIAL/EXCEPT,F,1,F,1,1,SPECIAL,EXCEPT,,
SPECIALTY,SPECIALTY,1,1,1,1,1,,,,
SPECIALTY,SPECIALTY,1,B-xd,1,B-xd,1,,,,
SPECIALTY,SPECIALTY,B-xd,1,B-xd,1,1,,,,
SPEECH/ORAL,SPEECH/ORAL,crvd-V,,crvd-V,,1,SPEECH,ORAL,,
SPEECH/ORAL,SPEECH/ORAL,O,,O,,1,SPEECH,ORAL,,
SPEEDOMETER,"DCL:1\speedometer\""""",1,B-L,1,B-L,1,,,,
SPEEDOMETER,"SCL:3\vehicle\""+DCL:1\""speedometer\""""",3,B-L,1,B-L,1,,,,
SPELL,SPELL,5,,5,,1,,,,
SPEND,SPEND,S,S,5,5,1,,,,
SPEND,SPEND,S,S,1,1,1,,,,
SPICY,SPICY,25,,5,,1,,,,
SPIDER,SPIDER,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
SPILL,SPILL,flat-O,flat-O,5,5,1,,,,
SPIN,SPIN,1,1,1,1,1,,,,
SPIN,SPIN,bent-1,bent-1,bent-1,bent-1,1,,,,
SPIT,SPIT,S,,bent-1,,1,,,,
SPREAD,SPREAD,flat-O,flat-O,5,5,1,,,,
SPREAD MAYO,"fs-MAYO+ICL\spread with knife\""""",M,,U,B-L,1,,,,spread with knife
SPRINKLER,SPRINKLER,4,psv,4,psv,1,,,,
SQUARE,SQUARE,bent-1,bent-1,bent-1,bent-1,1,,,,
SQUARE,SQUARE,1,1,1,1,1,,,,
SQUARE,SQUARE,1,1,bent-1,bent-1,1,,,,
SQUARE DOOR,DOOR+SQUARE,B,B,1,1,1,,,DOOR+SQUARE,might represent picture frame in certain contexts
SQUARED,SQUARED,V,,V,,1,,,,
SQUEEZING SMALL OBJECT,"ICL\squeezing small object\""""",crvd-L,,baby-O,,1,,,,
SQUIRREL,SQUIRREL,crvd-V,crvd-V,crvd-V,crvd-V,1,,,,
SRI LANKA,ns-nat-SRI-LANKA,1,B-L,1,B-L,1,,,,
SS,#SS,S,,S,,1,,,,loan
STAB,STAB,S,B-L,S,B-L,1,,,,
STACK,"DCL\flat stack\""""",bent-B,B-L,bent-B,B-L,1,,,,flat stack
STACK,"DCL\flat stack\""""",5,crvd-B,5,crvd-B,1,,,,flat stack
STAGE,STAGE,S,S,S,S,1,,,,
STAMP,STAMP,U,B-L,U,B-L,1,,,,
STAMP SEAL,STAMP-SEAL,10,B-L,10,B-L,1,,,,
STAND,STAND,V,B-L,V,B-L,1,,,,
STAND UP,STAND-UP+ASCEND,B-L,V,V,B-L,1,,,STAND-UP+ASCEND,
STAND UP,STAND-UP,V,B-L,V,B-L,1,,,,
STAND UP,STAND-UP+ASCEND,V,B-L,V,B-L,1,,,STAND-UP+ASCEND,
STAR,STAR,1,1,1,1,1,,,,
START,START,1,5,1,5,1,,,,
STATE,STATE,S,B-L,S,B-L,1,,,,
STATISTICS,STATISTICS,S,S,S,S,1,,,,
STAY,STAY,Y,,Y,,1,,,,
STEAL,STEAL,V,S,crvd-V,S,1,,,,
STEALTHY,STEALTHY,B-L,B-L,B-L,B-L,1,,,,
STEAM,STEAM,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
STEAM RISING,"DCL\steam rising\""""",flat-O,fanned-flat-O,fanned-flat-O,fanned-flat-O,1,,,,
STEEP,STEEP,B,bent-B,B,bent-B,1,,,,
STEEP,STEEP,B-L,B-L,B-L,B-L,1,,,,
STEPLADDER,STEPLADDER,bent-B,bent-B,crvd-B,crvd-B,1,,,,
STEPLADDER,STEPLADDER,bent-B,crvd-B,crvd-B,bent-B,1,,,,
STEPS,STEPS,flat-B,flat-B,flat-B,flat-B,1,,,,
STEPS,STEPS,B-L,B-L,B-L,B-L,1,,,,
STICKY,STICKY,open-8,,8,,1,,,,
STICKY,STICKY,open-8,open-8,8,8,1,,,,
STILL,STILL,Y,Y,Y,Y,1,,,,
STIMULATE,STIMULATE,S,1,1,1,1,,,,
STING,STING,X-over-thumb,psv,X-over-thumb,psv,1,,,,
STING FACE,STING-FACE,X-over-thumb,,X-over-thumb,,1,,,,
STINK,STINK,open-F,,open-F,,1,,,,
STINK,STINK,F,,F,,1,,,,
STIR,STIR,A,B-L,A,B-L,1,,,,
STIR,STIR,S,B-L,S,B-L,1,,,,
STITCH,STITCH,F,B-L,F,B-L,1,,,,
STOMACH,STOMACH,B-L,,B-L,,1,,,,
STOMACH,STOMACH,bent-B-L,,bent-B-L,,1,,,,
STOP,STOP,B-L,B-L,B-L,B-L,1,,,,
STOPLIGHT,STOPLIGHT,flat-O,,crvd-sprd-B,,1,,,,
STORM/CLOUDS,STORM/CLOUDS,crvd-5,crvd-5,crvd-5,crvd-5,1,STORM,CLOUDS,,
STORY,STORY,crvd-5,crvd-5,8,8,1,,,,
STORY,STORY,crvd-B,crvd-B,flat-O,flat-O,1,,,,
STORY,STORY,open-8,open-8,8,8,1,,,,
STORY,STORY,open-F,open-F,8,8,1,,,,
STORY TELL,STORY-TELL,S,S,crvd-5,5-C,1,,,,
STORYTELLER,STORY+AGENT,open-8,open-8,B-L,B-L,1,,,STORY+AGENT,
STORYTELLER,STORY+AGENT,5,5,B-L,B-L,1,,,STORY+AGENT,
STRAIGHT,STRAIGHT,B-xd,,B-xd,,1,,,,
STRAIGHT,STRAIGHT,B,,B,,1,,,,
STRANGE,STRANGE,C,,C,,1,,,,
STRANGE,STRANGE,tight-C,,tight-C,,1,,,,
STRANGE,STRANGE,C,,tight-C,,1,,,,
STRANGLE,STRANGLE,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
STRANGLE,STRANGLE,C,C,C,C,1,,,,
STRAW,STRAW,F,F,F,F,1,,,,
STRAW,STRAW,G,G,G,G,1,,,,
STRAW,STRAW,flat-G,flat-G,flat-G,flat-G,1,,,,
STRAWBERRY,RED+fs-BERRY,1,,Y,,1,,,RED+BERRY,
STRAWBERRY,STRAWBERRY,F,,5,,1,,,,
STRAY/DEVIATE,STRAY/DEVIATE,1,1,1,1,1,STRAY,DEVIATE,,
STRICT,STRICT,crvd-V,,crvd-V,,1,,,,
STRING,STRING,I,I,I,I,1,,,,
STRIP,STRIP,A,A,10,10,1,,,,
STRIP PAINT,STRIP-PAINT,5-C,B-L,5-C,B-L,1,,,,
STRIP PAINT,STRIP-PAINT,crvd-5,5,crvd-5,5,1,,,,
STRIPES,STRIPES,4,,4,,1,,,,
STRIPES,STRIPES,crvd-L,,crvd-L,,1,,,,
STRONG,STRONG,S,S,S,S,1,,,,
STRUCTURE,STRUCTURE,S,S,S,S,1,,,,
STRUGGLE,STRUGGLE,1,bent-1,1,bent-1,1,,,,
STRUGGLE,STRUGGLE,1,1,bent-1,bent-1,1,,,,
STUBBORN,STUBBORN,B-L,,10,,1,,,,
STUCK,STUCK,V,,V,,1,,,,
STUDENT/LEARNER,LEARN+AGENT,crvd-sprd-B,B-L,B-L,B-L,1,,,LEARN+AGENT,
STUDY,STUDY,5,B-L,5,B-L,1,,,,
STUDY,STUDY,crvd-5,B-L,crvd-5,B-L,1,,,,
STUPID,STUPID,S,,S,,1,,,,
STUPID,STUPID,A,,A,,1,,,,
STUPID,STUPID_3,V,,V,,1,,,,
SUBSCRIBE,SUBSCRIBE,L-X,,A,,1,,,,
SUBSCRIBE,SUBSCRIBE,crvd-L,,A,,1,,,,
SUBTRACT,SUBTRACT,5-C,B-L,A,B-L,1,,,,
SUBTRACT,SUBTRACT,crvd-5,B-L,A,B-L,1,,,,
SUBWAY,SUBWAY,Y,B-L,Y,B-L,1,,,,
SUBWAY,SUBWAY,Y,bent-B-L,Y,bent-B-L,1,,,,
SUCCEED,SUCCEED,1,1,1,1,1,,,,
SUCCESSOR,NEXT+AGENT,B-L,B-L,B-L,B-L,1,,,NEXT+AGENT,
SUFFER,SUFFER,A,,A,,1,,,,
SUGAR/SWEET,SUGAR/SWEET,B-L,,10,,1,SUGAR,SWEET,,
SUGGEST,SUGGEST,B-L,B-L,B-L,B-L,1,,,,
SUGGEST,SUGGEST,R,R,R,R,1,,,,
SUGGEST,SUGGEST,crvd-flat-B,,crvd-flat-B,,1,,,,
SUGGEST,SUGGEST,B-L,,B-L,,1,,,,
SUITCASE,SUITCASE,S,,S,,1,,,,
SULK,SULK,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
SULK,SULK,5-C,5-C,5-C,5-C,1,,,,
SUMMARIZE,SUMMARIZE,5,5,S,S,1,,,,
SUMMER,SUMMER,1,,cocked-S,,1,,,,
SUMMER,SUMMER,bent-1,,cocked-S,,1,,,,
SUMMON,SUMMON,B-L,S,10,S,1,,,,
SUMMON,SUMMON,B-L,S,A,S,1,,,,
SUN,SUN,flat-O,,5,,1,,,,
SUN,SUN,flat-O,,crvd-sprd-B,,1,,,,
SUNDAY,SUNDAY,5,5,5,5,1,,,,
SUNDAY,SUNDAY,B-L,B-L,B-L,B-L,1,,,,
SUNRISE,SUNRISE,F,psv,F,psv,1,,,,
SUNRISE,SUNRISE,C,psv,C,psv,1,,,,
SUNSET,SUNSET,C,psv,C,psv,1,,,,
SUNSET,SUNSET,F,psv,F,psv,1,,,,
SUNSHINE,SUNSHINE,flat-O,,5,,1,,,,
SUPERIOR,SUPERIOR,10,,10,,1,,,,
SUPERIOR,SUPERIOR,10,10,10,10,1,,,,
SUPERVISE,SUPERVISE,V,V,V,V,1,,,,
SUPERVISE,SUPERVISE,K,K,K,K,1,,,,
SUPERVISOR,SUPERVISE+AGENT,K,K,B-L,B-L,1,,,SUPERVISE+AGENT,
SUPERVISOR,SUPERVISE+AGENT,V,V,B-L,B-L,1,,,SUPERVISE+AGENT,
SUPPER,EAT+NIGHT,flat-O,,bent-B-L,psv,1,,,EAT+NIGHT,
SUPPER,EAT+NIGHT,flat-O,,bent-B-L,B,1,,,EAT+NIGHT,
SUPPER,EAT+NIGHT,flat-O,,crvd-B,B,1,,,EAT+NIGHT,
SUPPER,EAT+NIGHT,O,,bent-B-L,B-L,1,,,EAT+NIGHT,
SUPPORT,SUPPORT,R,S,R,S,1,,,,
SUPPORT,SUPPORT,S,S,S,S,1,,,,
SUPPORTER,SUPPORT+AGENT,S,S,B-L,B-L,1,,,SUPPORT+AGENT,
SURFACE,SURFACE,B-L,B-L,B-L,B-L,1,,,,
SURFACE,SURFACE,B-L,B,B-L,B,1,,,,
SURFACE,SURFACE,flat-B,B,flat-B,B,1,,,,
SURGERY,SURGERY,10,B-L,10,B-L,1,,,,
SURGERY,SURGERY,A,B-L,A,B-L,1,,,,
SURPRISE,SURPRISE,baby-O,baby-O,L,L,1,,,,
SURROUND,SURROUND,5,D,5,D,1,,,,
SUSPECT,SUSPECT,1,,X,,1,,,,
SUSPEND,SUSPEND,1,1,X,X,1,,,,
SUSPEND,SUSPEND,L,L,L-X,L-X,1,,,,
SWALLOW,SWALLOW,1,,1,,1,,,,
SWEAR,SWEAR,5,,A,,1,,,,
SWEAT,SWEAT,S,S,5,5,1,,,,
SWEAT,SWEAT,S,S,bent-B-L,bent-B-L,1,,,,
SWEATER,SWEATER,S,S,5,5,1,,,,
SWEDEN,ns-SWEDEN,crvd-sprd-B,B-L,flat-O,B-L,1,,,,
SWEDEN,ns-SWEDEN,5,B-L,flat-O,B-L,1,,,,
SWEETHEART,SWEETHEART,10,10,10,10,1,,,,
SWIM,SWIM,B,B,B,B,1,,,,
SWIM,SWIM,B-L,B-L,B-L,B-L,1,,,,
SWING,SWING,U,U,U,U,1,,,,
SWING,SWING,crvd-U,U,crvd-U,U,1,,,,
SWITCH,SWITCH,V,,V,,1,,,,
SWITZERLAND,ns-SWITZERLAND,C,,C,,1,,,,
SYMBOL,SYMBOL,S,B-L,S,B-L,1,,,,
SYMBOL,SYMBOL,S,5,S,5,1,,,,
SYSTEM,SYSTEM,S,S,S,S,1,,,,
T,T,T,,T,,1,,,,alphabet
T-SHIRT,"DCL\T\""+VOLUNTEER/SHIRT""",1,1,F,,1,VOLUNTEER,SHIRT,,
TABLE,TABLE,B,B,B,B,1,,,,
TAIL,TAIL,1,crvd-flat-B,1,crvd-flat-B,1,,,,
TAKE,TAKE,5,,S,,1,,,,
TAKE A CHANCE,THINK+GRAB-CHANCE,1,,S,B-L,1,,,THINK+GRAB-CHANCE,
TAKE A HIKE,TAKE-A-HIKE,10,,10,,1,,,,
TAKE ADVANTAGE,TAKE-ADVANTAGE,25,B-L,25,B-L,1,,,,
TAKE ADVANTAGE,TAKE-ADVANTAGE,25,crvd-B,25,crvd-B,1,,,,
TAKE BREAK,TAKE-BREAK,B,Vulcan,B,Vulcan,1,,,,
TAKE NOTES,TAKE-NOTES,flat-O,B-L,flat-O,B-L,1,,,,
TAKE OFF,TAKE-OFF,B-L,B-L,B-L,B-L,1,,,,
TAKE PICTURE,TAKE-PICTURE,1,1,X,1,1,,,,
TAKE PILL,TAKE-PILL,cocked-S,,1,,1,,,,
TAKE SUBWAY,TAKE-SUBWAY,Y,B-L,Y,B-L,1,,,,
TAKE TRAIN,TAKE-TRAIN,U,U,U,U,1,,,,
TAKE UP,TAKE-UP,5,5,S,S,1,,,,
TAKE UP,TAKE-UP,crvd-5,crvd-5,S,S,1,,,,
TALK,TALK,4,,4,,1,,,,
TALK OVER,TALK-OVER,O,O,O,O,1,,,,
TALK TO SELF,TALK-TO-SELF,I,I,I,I,1,,,,
TALL,TALL,1,B-L,1,B-L,1,,,,
TALL ADULT,ADULT-TALL,bent-B-L,,bent-B-L,,1,,,,
TALL ADULT,ADULT-TALL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
TAN,TAN,T,,T,,1,,,,
TANK TOP,TANK-TOP,crvd-L,crvd-L,crvd-L,crvd-L,1,,,,
TANK TOP,TANK-TOP,G,G,G,G,1,,,,
TAP DANCE,TAP-DANCE,B-L,B-L,B-L,B-L,1,,,,
TAPE,TAPE,10,10,10,10,1,,,,
TAPE,TAPE,10,A,10,A,1,,,,
TAPE RECORDING,TAPE-RECORDING,25,25,25,25,1,,,,
TASTE,TASTE,25,,25,,1,,,,
TATTLE,TATTLE,cocked-S,,1,,1,,,,
TATTLE,TATTLE,cocked-S,cocked-S,bent-1,bent-1,1,,,,
TATTLE,TATTLE,S,S,1,1,1,,,,
TATTOO,fs-TATTOO,T,,O,,1,,,,fingerspelled
TATTOO,TATTOO,X-over-thumb,,X-over-thumb,,1,,,,
TATTOO,TATTOO,alt-G_bent-L,,alt-G_bent-L,,1,,,,
TEA,TEA,F,O,F,O,1,,,,
TEACH,TEACH,flat-O,flat-O,flat-O,flat-O,1,,,,
TEACHER,TEACH+AGENT,flat-O,flat-O,B-L,B-L,1,,,TEACH+AGENT,
TEAM,TEAM,T,T,T,T,1,,,,
TEASE,TEASE,X,X,X,X,1,,,,
TECHNOLOGIST,TECHNOLOGY_2+AGENT,25,10,B-L,B-L,1,,,TECHNOLOGY+AGENT,
TECHNOLOGIST,TECHNOLOGY+AGENT,25,5,B-L,B-L,1,,,TECHNOLOGY+AGENT,
TEENAGER,TEENAGER,T,,T,,1,,,,
TEETH,TEETH,X,,X,,1,,,,
TELESCOPE,TELESCOPE,C,C,C,C,1,,,,
TELL,TELL,1,,1,,1,,,,
TELL,TELL,cocked-S,,1,,1,,,,
TEMPERATURE,TEMPERATURE,1,1,1,1,1,,,,
TEMPERATURE,TEMPERATURE,bent-B,1,bent-B,1,1,,,,
TEMPERATURE,TEMPERATURE,bent-B-L,1,bent-B-L,1,1,,,,
TEMPLE,TEMPLE,T,B,T,B,1,,,,
TEMPLE,TEMPLE,T,B-L,T,B-L,1,,,,
TEMPT,TEMPT,X,S,X,S,1,,,,
TEN,TEN,10,,10,,1,,,,
TEND,TEND,25,,25,,1,,,,
TEND,TEND,25,25,25,25,1,,,,
TEST,TEST,1,1,X,X,1,,,,
TEST,TEST,X,X,X,X,1,,,,
TEST,TEST,1,1,5,5,1,,,,
TEXAS,ns-TEXAS,X,,X,,1,,,,
TEXTING,TEXTING,A,A,A,A,1,,,,
TEXTING,TEXTING,10,10,10,10,1,,,,
THAILAND,ns-nat-THAILAND,1,,1,,1,,,,
THAN,THAN,B-L,B-L,B-L,bent-B-L,1,,,,
THAN,THAN,B-L,bent-B-L,B-L,bent-B-L,1,,,,
THANKS FOR SUGGESTING,THANK-YOU+SUGGEST,B-L,B-L,B-L,B-L,1,,,THANK-YOU+SUGGEST,
THANKSGIVING,THANKSGIVING,3,,flat-O_2,,1,,,,
THANKSGIVING,(G)THANKSGIVING,G,,G,,1,,,,
THAT,THAT,Y,,Y,,1,,,,
THEIR/THEIRS,POSS-pl-2,B-L,,B-L,,1,,,,Possessive pronoun; plural; shows ownership by multiple people or things
THEIR/THEIRS,POSS-pl,B-L,,B-L,,1,,,,Possessive pronoun; plural; shows ownership by multiple people or things
THEIR/THEIRS,POSS-pl-4,B-L,,B-L,,1,,,,Possessive pronoun; plural; shows ownership by multiple people or things
THEMSELVES,SELF-pl-3,10,,10,,1,,,,Reflexive pronoun; third-person plural; includes people/things excluding signer/addressees
THEN,THEN,1,L,1,L,1,,,,
THEORY,THEORY,T,,T,,1,,,,
THEREFORE,THEREFORE,X-over-thumb,,X-over-thumb,,1,,,,
THERMOMETER,THERMOMETER,1,,1,,1,,,,
THESE,THESE,1,,1,,1,,,,
THESE,THESE,1,B-L,1,B-L,1,,,,
THEY/THEM,IX-pl,1,,1,,1,,,,Pointing pronoun; plural; people/things are being pointed to
THEY/THEM,IX-pl-3,3,,3,,1,,,,Pointing pronoun; plural; people/things are being pointed to
THICK,(L-X)THICK,L-X,,L-X,,1,,,,
THICK STRIP,"DCL\thick strip\""""",L-X,L-X,L-X,L-X,1,,,,
THIEF,THIEF,bent-U,,bent-U,,1,,,,
THIN,THIN,I,I,I,I,1,,,,
THIN CYLINDER OBJECT,"DCL\thin cylindrical object\""""",F,F,F,F,1,,,,
THING,THING,B-L,B-L,B-L,B-L,1,,,,
THING,THING,B-L,,B-L,,1,,,,
THINK,THINK+GENERAL,1,,B,B,1,,,THINK+GENERAL,
THINK,THINK+GENERAL,1,,B-L,B-L,1,,,THINK+GENERAL,
THINK,THINK,1,,1,,1,,,,
THINK ABOUT,THINK-ABOUT,1,,1,,1,,,,
THINK AND AGREE,THINK+AGREE,1,,1,1,1,,,THINK+AGREE,
THINK OVER,THINK-OVER,1,1,1,1,1,,,,
THIRD IN LIST,THIRD-IN-LIST,3,3,3,3,1,,,,
THIRD PLACE,THIRD-PLACE,3,,3,,1,,,,
THIRSTY,THIRSTY,1,,1,,1,,,,
THIRSTY,THIRSTY,1,,bent-1,,1,,,,
THIS PLACE,THIS-PLACE,bent-1,,bent-1,,1,,,,
THIS PLACE,THIS-PLACE,bent-1,bent-1,bent-1,bent-1,1,,,,
THIS PLACE,THIS-PLACE,alt-P,alt-P,alt-P,alt-P,1,,,,
THREE HOURS,THREE_2+HOUR,3,,1,B-L,1,,,THREE+HOUR,
THREE HOURS,THREE-HOURS,3,B-L,3,B-L,1,,,,
THREE MONTHS,THREE-MONTHS,3,1,3,1,1,,,,
THREE MORE,THREE-MORE,3,,crvd-3,,1,,,,
THREE WEEKS,THREE-WEEKS,3,B-L,3,B-L,1,,,,
THRILL/WHAT'S UP,THRILL/WHAT'S-UP,25,25,5,5,1,THRILL,WHAT,,
THRILL/WHAT'S UP,THRILL/WHAT'S-UP,25,25,25,25,1,THRILL,WHAT,,
THROAT,THROAT,G,,G,,1,,,,
THROAT HURT,THROAT-HURT,bent-1,bent-1,bent-1,bent-1,1,,,,
THROAT HURT,THROAT-HURT,1,1,1,1,1,,,,
THROUGH,THROUGH,B-L,5,B-L,5,1,,,,
THROUGH,THROUGH,B-L,Vulcan,B-L,Vulcan,1,,,,
THROW,THROW,S,,1,,1,,,,
THROW,THROW,S,,5,,1,,,,
THROW,THROW,S,,U,,1,,,,
THROW,THROW,O,,U,,1,,,,
THROW,THROW,cocked-S,,1,,1,,,,
THROW AWAY,THROW-AWAY,cocked-S,cocked-S,1,1,1,,,,
THROW BALL,THROW-BALL,S,,5,,1,,,,
THROW BASKETBALL,THROW-BASKETBALL,crvd-5,B-L,crvd-sprd-B,crvd-sprd-B,1,,,,
THROW SOFTBALL,THROW-SOFTBALL,crvd-3,,crvd-3,,1,,,,
THUMB,THUMB,1,10,1,10,1,,,,
THUMBS UP/GOOD,THUMBS-UP/GOOD,10,10,10,10,1,THUMBS-UP,GOOD,,
THUMBTACK/BUTTON,THUMBTACK/BUTTON,10,,10,,1,THUMBTACK,BUTTON,,
THURSDAY,THURSDAY,T,,U,,1,,,,
TICKLE,TICKLE,crvd-5,crvd-5,5-C,5-C,1,,,,
TICKLE,TICKLE,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
TIE,TIE,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
TIGER,TIGER,5-C,5-C,5-C,5-C,1,,,,
TIME,TIME,1,S,1,S,1,,,,
TIME PERIOD,TIME-PERIOD,T,B-L,T,B-L,1,,,,
TIPTOE,TIPTOE,bent-1,bent-1,bent-1,bent-1,1,,,,
TIPTOE,TIPTOE,bent-B,bent-B,bent-B,bent-B,1,,,,
TIRED,TIRED,bent-B,,bent-B,,1,,,,
TIRED,TIRED,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
TO FOOL,TO-FOOL,A,1,A,1,1,,,,
TO FOOL,TO-FOOL,S,1,S,1,1,,,,
TO/UNTIL,TO/UNTIL,1,1,1,1,1,TO,UNTIL,,
TOAST,TOAST,crvd-V,B-L,crvd-V,B-L,1,,,,
TOBACCO,TOBACCO,crvd-B,,crvd-B,,1,,,,
TOBACCO,TOBACCO,bent-B-L,,bent-B-L,,1,,,,
TODAY,NOW+(D)DAY,Y,Y,D,psv,1,,,NOW+DAY,
TOGETHER/GO STEADY,TOGETHER/GO-STEADY,A,A,A,A,1,TOGETHER,GO-STEADY,,
TOGETHER/GO STEADY,TOGETHER/GO-STEADY,10,10,10,10,1,TOGETHER,GO-STEADY,,
TOILET,TOILET,T,,T,,1,,,,
TOMATO,RED+SLICE,1,,1,flat-O,1,,,RED+SLICE,
TOMATO,RED+SLICE,1,,1,O,1,,,RED+SLICE,
TOMATO,TOMATO,1,,1,1,1,,,,
TOMORROW,TOMORROW,10,,10,,1,,,,
TONGUE,TONGUE,1,,1,,1,,,,
TOOTH/GLASS,TOOTH/GLASS,X,,X,,1,TOOTH,GLASS,,
TOOTH/GLASS,TOOTH/GLASS,1,,1,,1,TOOTH,GLASS,,
TOOTHBRUSH,TOOTHBRUSH,1,,1,,1,,,,
TOOTHPASTE,TOOTHPASTE,A,1,A,1,1,,,,
TOOTHPASTE,TOOTHPASTE,X,1,X,1,1,,,,
TOP,TOP,B-L,B-L,B-L,B-L,1,,,,
TOP,TOP,B-L,flat-B,B-L,flat-B,1,,,,
TORNADO,TORNADO,1,1,1,1,1,,,,
TORNADO,TORNADO,25,25,25,25,1,,,,
TORTURE,TORTURE,X,X,X,X,1,,,,
TOSS,TOSS,crvd-3,,crvd-3,,1,,,,
TOSS,TOSS,crvd-3,,3,,1,,,,
TOSS,TOSS,S,,3,,1,,,,
TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,1,,,,
TOTAL,TOTAL,crvd-5,crvd-sprd-B,flat-O,flat-O,1,,,,
TOUCH,TOUCH,25,S,25,S,1,,,,
TOUCH,TOUCH,25,psv,25,psv,1,,,,
TOUCH HEART,TOUCH-HEART,25,,25,,1,,,,
TOUGH,TOUGH,crvd-V,crvd-V,crvd-V,crvd-V,1,,,,
TOURNAMENT,TOURNAMENT,crvd-V,crvd-V,crvd-V,crvd-V,1,,,,
TOWEL,TOWEL,S,S,S,S,1,,,,
TRACE HEART,TRACE-HEART,1,1,1,1,1,,,,
TRACE HEART,TRACE-HEART,25,25,25,25,1,,,,
TRADITION,TRADITION,T,T,T,T,1,,,,
TRAFFIC,TRAFFIC,5,5,5,5,1,,,,
TRAIN,TRAIN,U,U,U,U,1,,,,
TRANSFER,TRANSFER,crvd-V,,crvd-V,,1,,,,
TRANSLATE,TRANSLATE,1,1,1,1,1,,,,
TRANSPORTATION,TRANSPORTATION,crvd-V,,crvd-V,,1,,,,
TRAP,TRAP,crvd-5,crvd-5,A,A,1,,,,
TRAP,TRAP,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
TRASH/BAG,TRASH/BAG,1,S,1,S,1,TRASH,BAG,,
TRASH/BAG,TRASH/BAG,G,S,G,S,1,TRASH,BAG,,
TRAVEL,TRAVEL,25,25,25,25,1,,,,
TRAVEL,TRAVEL,1,1,1,1,1,,,,
TREAT,TREAT,flat-O,flat-O,A,A,1,,,,
TREE,TREE,5,psv,5,psv,1,,,,
TREE,"TREE+DCL\branch\""""",5,psv,5,flat-G,1,,,,branch
TREE,"TREE+DCL\branches\""""",5,psv,5,1,1,,,,branches
TRIGONOMETRY,TRIGONOMETRY,T,T,T,T,1,,,,
TRIM,TRIM,V,B-L,U,B-L,1,,,,
TRIM HEDGE,TRIM-HEDGE,U,U,U,U,1,,,,
TRINIDAD AND TOBAGO,ns-nat-TRINIDAD-AND-TOBAGO,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
TRIP,TRIP,crvd-V,,crvd-V,,1,,,,
TRIPLE,TRIPLE,3,B-L,3,B-L,1,,,,
